Chinese,French
疑问,interrogatoire
丰富多彩的,coloré
蹂躏,ravage
后代,progéniture
性别,sexe
户外的,Extérieur
断言,confirmer
监狱,pénitencier
长度,longueur
很少,rarement
无太棒,impatience
抓牢,saisir
进入,dans
接地,atterrissage
远征,expédition
抱负,ambitieux
胆大,audacieux
纠缠,harceler
相当,considérablement
荣幸,honoré
魅力,enchantement
小型的,mini
同意,convenable
毛茸茸,poilu
保存,économie
炮兵,artillerie
桑,mûre
座右铭,devise
人造黄油,margarine
国际的,international
royalty,royalties
顾虑,appréhension
复制,dupliquer
减,moins
官,officier
一般来说,généralement
维持,soutenir
韧,souple
al,une lumière
分支,branche
感谢,reconnaissant
清洁工,nettoyeur
男朋友,petit ami
牛仔,cow-boy
狂欢,fête
发现,découvrir
跳跃,nerveux
搅拌,remuer
果酱,nébuleux
容忍,tolérer
变红,rougir
dr,draper
酸,achemin
额外的,supplémentaire
集体,collectif
成分,composant
dis,déshériter
逃避,évasion
掌心,palmace
一定,sûrement
反对,opposition
戳,coup
长,longue
护目镜,goggle
打击乐器,percutant
移动,mouvement
糖,du sucre
水管工,plombier
结论,conclusion
初步的,préliminaire
动脉,artère
赦免,pardon
贫困,la pauvreté
坝,endiguer
折痕,pli
评分,évaluation
执行,conduite
裂缝,fente
无限,illimité
采用,adoption
冻,se froze
支持者,Supporter
抗生素,antibiotique
哥儿,marraine
加利利,placidité
发展,développement
潺潺,babiller
小型摩托车,scooter
pro,pro
沙发,sofa
情色,érotique
预订,réserve
区域,Région
温和,douceur
屈辱,humiliation
谴责,condamner
饮食,diététique
寒冷,froid
周二,Mardi
赛车,courses
必须,doit
菠菜,épinard
手腕,poignet
烫伤,ébouillanter
化学,chimique
趾甲,tannail
手电筒,lampe de poche
子宫,utérus
严峻,sombre
脚本,scénario
斜,oblique
仪器,instrument
过度,exagéré
buff,chamois
顾客,client
疑,douteux
过渡,transition
人质,otage
顶针,dé
洗,lavage
最近,la plus proche
威逼,intimider
星期五,vendredi
小隔间,cabine
好的,joli
果酱,Confiture
主演,en vedette
提升,améliorer
会计,comptable
左右,heure
浏览,Feuilleter
滤器,passager
邮件,courrier
海军,marine
清算,liquider
宣言,déclaration
放弃,renoncer
线圈,bobine
基础,fondation
粮食,grain
不稳定的,erratique
盆地,bassin
圆形的,tour
残忍的,cruel
霍尔,aspirant
发酵,fermenter
化学,chimie
比萨,Pizza
后妈,belle-mère
下跪,s'agenouiller
携带,portant
斜坡,rampe
摊,paralyser
红润,rosé
汉堡包,Hamburger
活跃,animer
单数,singulier
合法化,légaliser
耐力,endurance
大纲,contour
鸵鸟,autruche
发生,arriver
塑料,Plastique
华丽的,gaiement
掐,pincer
芽,bourgeon
讨论,discussion
胃,estomac
形式,former
漆,vernis
大厦,édifice
祯,hasardeux
沿着,le long de
弃权,abstention
at,atroce
保护,protéger
里程,kilométrage
入侵,envahir
寝具,literie
轻默地,doucement
游泳,nager
抽筋,crampe
牛肉,du bœuf
地震,tremblement de terre
敏捷,réfléchir
讲道,prêcher
抱怨,brailler
有利,bénéfique
消除,supprimer
指纹,empreinte digitale
辅助的,auxiliaire
挑战,défi
睡衣,pyjamas
桅杆,mât
瓦解,désintégrer
含义,insulaire
附加,ajouter
鹅,OIE
毛皮,fourrure
疫苗,vaccin
交界处,jonction
腹泻,la diarrhée
同情,sympathique
非法,illégalement
排练,répéter
听话,obéissant
死,mourir
倒钩,barbillon
不均匀的,inégal
分裂,diviser
宽容,tolérance
贬值,déprécier
空气,air
路灯,lampadaire
美丽的,beau
肮脏,saleté
挡风玻璃,pare-brise
问题,problème
可恶,odieux
白兰地,Cognac
耐用,réceptif
一开始,début
工业的,industriel
不可逾越,infranchissable
峡谷,gorge
疯狂,folie
公平,équité
弱点,la faiblesse
复古的,rétro
吸收,absorbant
要旨,essentiel
同案犯,complice
拥塞,congestion
漂浮,flotter
报复,user de représailles
滴水,égouttage
纪念碑,monument
反馈,feu arrière
纤巧,délicat
抽奖,tombola
慈善,charitable
航海,nautique
口红,rouge à lèvres
软膏,pommade
自然,naturellement
吊索,fronde
手柄,poignée de main
脚跟,talon
支出,dépenses
区分,distinguer
吓,effrayer
综合征,syndrome
毕业,diplômé
重大,important
和睦,concorde
空的,vacant
原谅,pardonner
合理的,raisonnable
分为,divisé
陈词滥调,platitude
某人,Quelqu'un
洗衣店,lessive
aud,auditif
制作,fabriqué
窒息,étouffer
恰当,avec justesse
忏悔者,pénitent
帆布,Toile
强的,fort
超然,distant
落下,tomber
质地,texture
暴风雪,Tempête De Neige
日程,calendrier
拘留,retenue
达到,atteindre
下巴,menton
新秀,débutant
招聘,recrutement
瞳孔,élève
阳光,lumière du soleil
窃贼,cambrioleur
探测,sonde
丢失,perdu
镖,dard
抛光,polonais
浆果,baie
饭厅,salle à manger
跳跃,sauteur
非理性,irrationnel
组分,constituant
煽动,inciter
名誉,honoraire
远见,prévoyance
电子产品,électronique
缺少,manquer de
钱包,portefeuille
德雷克,canard
人手,main-d'œuvre
高音,tripler
染色,mourant
一次,une fois que
火炉,poêle
稀,diluer
懦夫,lâche
欺骗,tromperie
拖钓,troll
摸索,tâtonner
起司,du fromage
块,morceau
冒险,entreprise
重大的,Majeur
补充,complément
溜冰,patinage
正确的,correct
最后期限,date limite
订金,verser
风俗,Douane
凝块,caillot
脚,pied
舱,cabine
三十,trente
平行线,parallèle
高,haut
布局,disposition
租赁,location
犯罪,la criminalité
凉爽的,frais
糖浆,sirop
培训师,entraîneur
有创造力的,Créatif
获得,acquérir
多雾路段,brouillard
修补,réparer
模糊,flou
Pert.,entêté
保存,préserver
放射性,radioactif
疼痛,mal
罪魁祸首,coupable
社区,communauté
bl,bienheureux
法庭,salle d'audience
音乐,musique
元帅,maréchal
雪橇,traîneau
抑制,trottoir
仁慈,bienveillant
写,écrivez
教育学位,éducatif
侵犯,empiéter
邮票,timbre
青春期,la puberté
认为,présumer
惊吓,surprendre
克里斯汀,baptême
负责任的,responsable
动物园,zoo
敌意,hostilité
一分钱,cent
推销员,vendeur
示范,exemple
邀请,attrayant
腹部,abdomen
奖学金,Bourse d'études
瞬间,momentané
结果,résultat
定位,Localiser
精品店,boutique
打电话,appel
四分之一,trimestre
预览,Aperçu
阴凉,ombragé
骏马,coursier
山,Montagne
附近,environs
首映,première
车,tour
冰箱,réfrigérateur
驳回,réfuter
打钩,cocher
遵守,observance
闪烁,vaciller
大,gros
希望,avec un peu de chance
拒绝,refuser
谄媚,aduler
捕获,Capturer
proc,procurer
允许,permis
大象,l'éléphant
否决,veto
龟,tortue
明智地,judicieusement
表决,vote
事件,un événement
牛,bœuf
半径,rayon
常绿,à feuilles persistantes
圣,Saint
自发的,spontané
随后的,subséquent
buck,mâle
隐藏,caché
不良,pauvrement
电车,tram
他们的,les leurs
严格,strictement
电报,télégraphe
相对地,relativement
具有挑战性的,difficile
分子,moléculaire
脑力下来,cerveau
抽屉,tiroir
晋升,promotion
步伐,rythme
中学,secondaire
制动,frein
葡萄酒,vin
不敏感,insensible
表现,performance
桑拿,sauna
玩笑,plaisanter
信用,crédit
包含,contenir
屁股,clochard
福利,félicité
几乎,virtuellement
多变的,variable
概括,généraliser
吉尔斯,branchies
阶段,organiser
瀑布,cascade
警告,avertir
可能,peut-être
之后,plus tard
关闭,fermeture
过时的,obsolète
派克,brochet
mour,faire le deuil
包围,encercler
鼻血,saignement de nez
行进,Mars
体现,incarner
甲板,plate-forme
诞生,naissance
男性,Masculin
所得税,impôt sur le revenu
编辑,éditeur
共享,partagé
体现,incarner
有毒,venimeux
果树,corvée
讽刺,ironie
班级,classer
令人难以置信的,irritable
无限期,indéfiniment
宽的,large
不安全,insécurité
到期的,dû
赞扬,compliment
鸡尾酒,cocktail
瘀伤,meurtri
理解,comprendre
抑,réprimer
作坊,atelier
消除了,éliminé
琥珀色,ambre
谴责,répréhensible
尸体,inapttitude
直径,diamètre
指控,allégation
满的,complet
观众,téléspectateur
粉碎,briser
滚动,faire défiler
无价,inestimable
街道,rue
傲慢,insolence
慎重,discret
功能,fonction
挫折,frustration
碰撞,entrer en collision
烤,cuire
吓唬,la frayeur
排水沟,gouttière
鬼鬼,effrayer
漱口,gargarisme
诡蒙蒂,clémence
系数,coefficient
痣,Môle
谓词,prédicat
呼气,exhaler
图形,graphique
苏醒,éveillé
同意,convenir
愤怒,colère
沉淀,règlement
煮熟,dur
方便地,commodément
真实,véridique
朴实,terreux
am,amoureux
向前,en avant
命运,destin
备用,alterner
叛国,trahison
热闹,ardemment
非常,très
g,jauge
盛会,reconstitution historique
装饰,ornement
含水,aqueux
恐慌,panique
纠察,piquet
干扰,interférer
聋,sourd
船上,Marin
瘤,tumeur
是,sommes
表征,caractériser
小工具,gadget
有趣的,drôle
抽象的,abstrait
投资者,investisseur
目的,objectif
简洁的,concis
条款,clause
玉米茸,éculé
饺子,boulette
洗碗机,lave-vaisselle
毁坏,mutiler
也不,ni
荡平,réprimer
冷酷,insensible
复活,relancer
辱骂,injurieux
白饭,riz
肝脏,le foie
感伤,sentimental
食欲,appétit
镜头,images
打开,ouvert
不合适,inapte
谈判,négocier
使成为,rendre
可怕的,redoutable
欺骗,Tricher
缰绳,rêne
南部,du sud
前,avant
环境,environnement
宣布,déclarer
奶油,crème
切碎的,haché
花束,bouquet
雪松,cèdre
冒名顶替,imposteur
壁画,mural
Trey.,trey
显现,manifeste
肉食,carnivore
头脑,dérange
症状,symptôme
毛孔,pore
法律,loi
火车,former
促使,pousser
果冻,gélifier
锚,ancre
复活节,Pâques
荒谬的,ridicule
之中,parmi
选择,choisir
模型,maquette
沉默的,silencieux
协议,pacte
自动扶梯,escalier mécanique
肯,ken
精美的,délicat
中午,le midi
火山口,cratère
不自然,non naturel
公正,impartial
英勇,vaillant
风暴,tempête
打哈欠,bâiller
胚胎,embryon
怒吼,rugir
抵押品,collatéral
想法,pensée
容易,facilement
教育,éduquer
无穷无尽,inépuisable
方法,approcher
哎呀,cri
楼上,à l'étage
咖啡因,caféine
heav,fortement
不消化,fourbe
老师,prof
共谋,consession
术士,démoniste
构造,construction
调情,flirt
奇迹,délirant
混蛋,bâtard
继父,beau-père
活泼,vivant
目的,but
客观的,objectif
瞎的,aveugle
小,plus petite
披风,manteau
超级市场,supermarché
白天,jour
提供,fournir
伪造的,faux
四十,quarante
局限性,limitation
提炼,extrait
移动,mouvement
洪水,inonder
背叛,traître
分开,séparé
蜂蜜,mon chéri
和谐,harmonie
思想,irréfléchi
娴熟,expert
结实的,robuste
害虫,peste
通常,habituel
p,paternel
羞辱,déshonorer
螺丝刀,Tournevis
叶子,feuillage
错综复杂,complexe
繁荣,la prospérité
同父异母或同母异父的兄弟,demi-frère
操纵,manipulateur
辉煌,frigité
贴纸,autocollant
渴望的,désireux
挫伤,hématome
压力,stress
烘干机,séchoir
超载,surcharge
操作说明,instruction
针刺,pinprick
演讲,discours
程度,Le degré
不易动的,cinglé
放,ensemble
身体,physique
工厂,usine
文化,culturel
推测,conjecture
耙,herse
搅拌,en remuant
假设,hypothèse
出去,dehors
混合物,mélange
流产,fausse-couche
鲍勃,bob
秩,rang
可妨碍,implacable
自己的,posséder
减少,réduction
泥坑,se complaire
租户,locataire
失败者,perdant
庄稼,recadrer
去,Aller
较弱的,plus faible
仔细,lire attentivement
望远镜,télescope
在场,présence
肥皂,du savon
撒,saupoudrer
哄,amadouer
理发师,coiffeur
瓦,tuile
降低,réduire
强加,imposer
沙丁鱼,sardine
爬坡道,colline
粘液,vase
品尝,goût
迷恋,entiché
完全,pleinement
偏见,préjudice
生物,biologique
水池,bassin
无责任,sans défense
原告,accusateur
身体,corps
毁坏,délabrement
大赦,amnistie
涂抹,diffamer
擦洗,récurer
废话,merde
加重,aggravation
草皮,gazon
车皮,wagon
双倍的,double
忠诚,déloyal
轻描淡写,euphémisme
外表,semblant
移民,immigrer
新鲜的,Frais
保守的,conservateur
揉,pétrir
醇美,moelleux
倒,verser
重申,reculer
亲密,intimité
拍摄,tournage
对话,conversation
尿布,couche
投资,investir
吓住,décourager
推,pousser
羡慕,envieux
离开,laisser
强迫措施,compulsif
丝带,ruban
审问,interroger
手指,doigt
支柱,soutenir
狂欢,carnaval
触诊,palper
伏击,embuscade
化石,fossile
比赛,bouger
营房,casernes
伦理,éthique
姑娘,fillette
紧张,tendu
腻,graisseux
斯文,dissident
曾是,était
暴露,exposer
激进的,radical
笑声,rire
服装,vêtement
激励,motivation
勤杂工,bricoleur
脾气,tempérer
沸腾,voir le
树干,tronc
横渡,traversée
痛恨,abhorrer
保持,en portant
可预测的,prévisible
猥亵,indécent
相似,ressemblance
储物柜,casier
牡蛎,huître
rascal.,coquin
骨骼,squelette
好的,d'accord
沮丧,décourager
捏,pincer
排,ligne
插入,insérer
刺激,stimuler
建立,établir
捐,faire un don
屁,Pet
宝,affable
宪法,Constitution
陶器,potier
稻草人,épouvantail
闷,bouché
游泳,nager
短语,phrase
纬度,latitude
填充,peupler
指导,instruire
东方,Orient
收费,charger
枯槁,hâve
自动售货,vente
选择,alternative
希腊,Grèce
指定,désigner
环形,boucle
合作,coopérer
涉及,impliquer
准备,préparation
攻击,assaillir
轮椅,fauteuil roulant
稀释,plus mince
诗歌,poésie
唠叨,harceler
和解,concilier
版本,version
避免,éviter
掉出来,Tomber
friend,amie
建筑师,architecte
审判,essai
称呼,appel
欺骗,tromperie
姓,nom de famille
字面上地,au sens propre
Dane.,Danois
空缺,poste vacant
吹笛者,cornemuseur
鼓手,le batteur
摄氏度,Celsius
头晕的,faible
丝毫,moindre
正直,intégrité
再见,Au revoir
露台,patio
监护人,Gardien
协调,coordonner
豪华,somptueux
外表,perspectives
盘子,assiette
马夫,jeune marié
粮仓,grenier
神奇地,magiquement
地标,repère
嘎嘎,charlatan
潜意识,subconscient
骗子,scamer
赔货,disposer
sw,se balancer
播送,diffuser
香料,pimenter
榉木,hêtre
拧紧,vis
侦察,scout
十二,Douze
诱饵,décoie
危险,péril
易挥发的,volatil
艰苦的,ardu
鼓励,encourageant
媳妇,belle-fille
立场,point de vue
削弱,paralyser
共和国,république
等待,attendre
甲虫,scarabée
一天,un jour
辐射,éclat
草地,pelouse
大批,déployer
惊人,étonnant
勇敢的,courageux
饮料,boisson
一切,tout
剩下,la gauche
接近,proximité
精神病学,psychiatrique
不适,inconfort
偏手,désagréable
罗文,sorbier des oiseleurs
确认,affirmer
回来,revenir
困难,difficulté
点头,hochement
斧头,hache
铆钉,rivet
拿,a pris
忧虑,inquiétude
头,diriger
价钱,le prix
顺时针,dans le sens des aiguilles d'une montre
露,rosée
平静的,paisible
商品,marchandise
钳,pinces
嗡嗡声,bourdonnement
指导,dirigé
无菌,stérile
有毒,nuisible
fl,fiasco
难以理解,incompréhensible
不同意,être en désaccord
心爱,bien-aimé
被子,courtepointe
酵母,Levure
八十,quatre-vingt
元素,élément
狂喜,extase
车辆改道,deviation
他们的,leur
员工,employé
先生,Monsieur
通知,notifier
可疑的,discutable
臭,chic
方法,méthode
疯狂,la démence
浴,bain
h,pirater
带子,sangle
将,doit
学生,étudiant
肯定,affirmative
建议,suggestion
快速地,vite
努力,effort
prod,pousser
鹧鸪,perdrix
胰腺,pancréas
花花公子,playboy
紫色,violet
仓促,précipité
原来,pardonner
毛刺,problème
没有吸引力,peu attrayant
j,gai
无情,impitoyable
部分,segment
缓刑,probation
拨浪鼓,hochet
虽,quoique
穿着,habillé
无法形容,indicible
停车处,parking
黑色的,noirci
外部,à l'extérieur
介词,préposition
代客,valet
宣传,la propagande
现实,réalité
策划者,planificateur
沉浸,immerger
橘子,Orange
免疫,immunitaire
有效,puissant
租赁,de location
节日,de fête
女权主义者,féministe
瓶子,bouteille
蘑菇,champignon
feat,exploit
议理,conseil
农业,agriculture
切,couper
通知,informer
形状,forme
威瑞,tordu
方便的,pratique
复印机,photocopieuse
溶解,dissoudre
品种,assortiment
假期,vacances
逆天,incroyable
数落,baragouiner
心脏,cardiaque
丢弃,Jeter
顶撞,contredire
不可抗拒,irrésistible
无色,incolore
能力,aptitude
爆裂,éclatement
洗澡,baigner
重复,répétitif
粘着,adhérer
风景,paysage
意大利面条,Pâtes
解释,explication
辉煌,glorieux
c,cachette
民主,la démocratie
妻子,épouses
不可估量,inestimable
一样,ressemblent
总部,siège social
而且,de plus
传奇,Légende
任何地方,n'importe où
抽烟,fumée
麻痹,accalmie
起义,soulèvement
绑架,enlèvement
插图,illustration
仅仅,seulement
测谎器,polygraphe
前卫,nerveux
壶,bouilloire
意识,sensibilisation
治疗师,thérapeute
工作场所,lieu de travail
维他命,vitamine
获得,Gain
不足,inadéquat
否认,désavouer
非宣传,évasif
设想,envisager
蟾蜍,crapaud
炸药,dynamiter
治疗,traitement
年长,plus âgée
最大,plus grand
使者,envoyé
吸,succion
教科书,cahier de texte
光顾,fréquenter
信条,credo
牙刷,brosse à dents
淘气,vilain
灵活的,souple
伟大的,super
现代的,moderne
狡猾,rusé
响,a sonné
拒绝,repoussant
可用的,disponible
诗人,poète
霸,se chevaucher
完全的,Achevée
争论,se disputer
信封,enveloppe
点,point
昨天,hier
失业,chômage
天使,ange
湿度,humidité
茶点,rafraîchissement
苏打,un soda
腭,palais
配种,reproduction
司,prouesse
无图,naïf
拖鞋,chaussons
推进,propulsion
俘虏,captif
冰箱,congélateur
品脱,pinte
阿司匹林,aspirine
优先事项,priorité
提高,exaltation
公制,métrique
首先,Premièrement
比赛,concours
居住,habitent
强壮的,robuste
din,vacarme
小气,petit
赌,pari
铜,le cuivre
边缘,bord
离开,une façon
边,côté
宽慰,soulagement
祖母,grand-mère
温度,Température
基金,fonds
罕见,empressement
起诉,poursuivre
止痛药,anti douleur
节俭,frugal
誓言,serment
约束,contraindre
偷偷摸摸,sournois
特技,cascade
时间,temps
浅,peu profond
序列,séquence
替代品,remplacement
随后,résulter
发生,occurrence
门户网站,portail
英雄,héros
高尔夫球,le golf
炫耀,ostentatoire
箭,La Flèche
锤子,marteau
二,deux
劝告,convaincant
作品,composition
暂停,suspension
仓鼠,hamster
十九,dix-neuf
继续,continuer
鹿角,ramure
浮躁,impétueux
数量,quantité
清白的,innocent
布尔卡,burka
棉布,coton
推,pousser
家庭,Ménage
敏捷,agile
仪表,mètre
变化,variation
以中心为中心,centré
入口,entrée
每周,hebdomadaire
赞同,approbation
起源,origine
免费,compliment
数数,compter
饼子,crêpe
嘲笑,plaisanter
护理人员,paramédical
箱,poubelle
著名的,important
不道德的,immoral
野生动物,faune
叮当声,tinter
炉,fourneau
猪肉,porc
下载,Télécharger
演帐,concert
观点,avis
忏悔,pénitence
誉,réputation
烧烤,barbecue
无可挑剔,impeccable
PEP.,dynamisme
奶牛,vache
粗糙,aspérité
小心,avec attention
腐败,corrompu
同样地,de même
仅仅,tout juste
土豆,Patate
笑话,plaisanter
形成,formation
签署,signature
银,argent
雪橇,traîneau
地牢,donjon
邪恶,méchant
书柜,bibliothèque
幻灭,désillusion
纪念品,souvenir
引诱,séduire
无害,inoffensif
骰子,dé
导航,naviguer
糖果,Des bonbons
prol,prolifique
胜任的,compétent
诋毁,discrédit
药片,tablette
时代,époque
多余,superflu
严重,gravement
打捞,sauvetage
暗淡,faible
气候,climat
桃花,pêcher
威严,majesté
官僚,bureaucratie
码头,quai
忘记,Oubliez
标签,étiqueter
龙骨,Quille
演讲,conférence
硬度,dureté
影响,impacter
易于,apte
安慰,console
无聊的,ennuyé
种族,racial
资格,qualification
睫毛,cil
象牙,Ivoire
鞋,des chaussures
导体,conducteur
学院,académie
蛋黄,Jaune d'œuf
激流,torrent
更宽的,plus large
贡献,contribuer
原告,demandeur
瑜伽,yoga
毫无源,sans forge
打扰,embêter
篡改,altérer
通常,d'habitude
药物,Médicament
不能,ne peut pas
gr,ver
这些,ces
十一,Onze
推断,déduire
篮球,basketball
心跳,battement de coeur
告别,adieu
演员,acteur
外套,manteau
互联网,l'Internet
购买,achat
最低限度,le minimum
调整,modifier
牛,bovins
阁楼,grenier
兔子,lapin
坦率,candeur
疲劳,fatigue
激光,laser
艺术,de l'art
讨厌,détester
果汁,jus
利润,profit
无名,sans nom
炙烤,gril
故意,délibéré
boy,de garçon
y,coup sec
实际的,pratique
轭,joug
君主,souverain
历史性,historique
刀刃,lame
渠道,canaliser
韩元,a gagné
磨坊主,meunier
急性,aigu
亲切,affabilité
相干,cohérent
无私,inattentif
a,atterré
汞,Mercure
皮棉,peluche
烦恼,vexation
疯子,maniaque
至少,moins
品尝,saveur
密集的,intensif
无所不能,omnipotent
ir,agaçant
烧瓶,ballon
茶,thé
巢,nid
幻觉,halluciner
sh,éviter
楼梯,escalier
乡村的,rural
预见,prévoir
油炸,frit
头晕,étourdi
位于,situé
专业知识,compétence
日本人,Japonais
杀手,slayer
脸红,rougir
缺席,dépourvu
进入,entrant
影响,effet
射线,rayon
愤怒地,avec colère
退缩,se recroqueviller
一致,la cohérence
变丑,défigurer
欺诈,La triche
阶段,phase
少数民族,minorité
使命,mission
分心,distraits
和,somme
呜咽,gémissement
嘟,importun
gr,grandir
花费,dépensé
羞辱,humilier
服务,portion
应该,devrait
软垫,tampon
花的,floral
灭绝,disparu
开始,commencer
购物中心,galerie marchande
葱,Scallion
成语,idiome
快乐,joyeux
尸检,autopsie
真实的,réel
持续的,cohérent
伙伴,partenaire
种植园,plantation
小冲突,escarmouche
提议,proposition
dis,désarroi
广泛,largement
绒面革,suède
猥亵,obscène
预言,prophétie
传染性的,contagieux
赃物,gâcher
东,est
消耗,usure
染料,colorant
再生产,la reproduction
鲨鱼,requin
走私,passer en contrebande
丢人现眼,une honte
通心粉,macaroni
下面,sous
最伟大的,plus grand
路口,intersection
建设性,constructif
楼下,en bas
实践,s'entraîner
非法,illégitime
归罪,incriminer
继承,hériter
比,que
权限,compétence
乐于助人,utile
二年级,sophomore
更年轻,plus jeune
好吃,délicieux
窗帘,rideau
脆弱,fragile
图书馆,une bibliothèque
骘,étalon
永远,pour toujours
避难所,sanctuaire
美元,dollar
手稿,manuscrit
竞争对手,rival
调节剂,Conditionneur
主持人,hôte
噪音,bruit
阻碍,obstruer
人,personne
扣留,détenir
金子,or
辜负,décevoir
勺子,cuillère
准时,ponctuelle
微小的,minuscule
物质,substance
爬虫,reptile
运动,croisade
情妇,maîtresse
毛孔,ennuyer
邮政,Publier
肿,gonflé
卧床不起,alité
建造,construire
浴盆,baignoire
胡椒,poivré
也,trop
撰写,composer
随从,suite
家畜,bétail
溪流,flux
峡谷,canyon
论坛,forum
发光的,lumineux
最新,nouveau
法医学,criminalistique
长老,aîné
撞,cogner
可爱的,mignon
统治,règne
c,timide
礼物,cadeau
海浪,vague
伤害,préjudice
巧妙,ingénieux
聪明的,astucieux
保证,garantir
邮递员,mailman
公平公式,égalité
惑,rendre confus
过度劳累,surmenage
下落,où
播放器,joueur
疲劳的,fatigué
相似地,de la même manière
诚实,honnête
游客,visiteur
唇,lèvre
营,camp
赢,gagner
囚犯,détenu
烟草,le tabac
数字,numéral
公用事业,utilitaire
似乎,sembler
levity.,légèreté
空间,espacer
剁碎,hacher
未出生的,à naître
ent,entraîner
有害,nocif
独家的,exclusif
娴静,sage
蜡烛,bougie
内,intérieur
沮丧的,bouleversé
乐趣,plaisir
考虑,envisager
宽容,indulgent
厕,toilettes
只要,seul
万花筒,kaléidoscope
登基,introniser
州,Préfecture
sl,plouc
流氓,bandit
占上风,prévaloir
宝石,gemme
许多,de nombreux
借款,emprunt
门徒,portier
捻,tourner
发烧,fièvre
先令,shilling
全部的,le total
百分,pour cent
自动竞争,autoportrait
虚伪,prétexte
玩具娃娃,poupée
酝,succursale
执照,Licence
保姆,femme de chambre
道歉,excusant
狼,Loup
莎莉,sortie
必不可少,indispensable
喵,Miaou
个人的,personnel
在后面,derrière
晴朗,ensoleillé
陶器,vaisselle
暗示,indice
花边,de dentelle
提供,apporter
裁决,décision
反射,réflexion
弧,arc
钢琴家,pianiste
扑灭,éteindre
数量,montant
木偶,fantoche
仁慈,miséricordieux
旁观者,spectateur
粗略,vague
委员会,Comité
强盗,voleur
汽车,voiture
骗子,tricheur
武器,armement
广泛的表格,feuille large
蓬松,bouffi
俱乐部,club
寝,portail
草原,steppe
立法,législation
铸件,fonderie
内存,RAM
轨迹,lieu
语气,Ton
桌子,table
俗气,collant
打猎,chasser
安全,sans encombre
逃避,éluder
录音,enregistrement
信息,un message
衬衫,chemisier
帕利尔,pâleur
股票,Stock
伤害,blesser
纳税人,contribuable
挖,creusé
奶奶,grand-mère
门廊,porche
决定,déterminé
中午,mi-chemin
导电,conducteur
酒吧,bar
废除,annulation
热情,enthousiasme
震惊,choc
沟通,la communication
捆绑,lier
疯狂,fou
住,demeurer
神奇,magique
老鼠,souris
翻译,Traduire
抖动,gigue
绣,broder
靴子,botte
fac,faciliter
居住于,habiter
受限制的,limité
拉布托,concierge
操纵,manipulation
启发,inspirer
r,déchirer
绊倒,trébucher
牧场,pâturage
喷嚏,éternuement
突然,brusquerie
独特的,unique
粘贴,pâte
谨防,il faut se méfier
大部分,masse
懒惰,paresse
俗丽,voyant
不幸,malheur
瓶装,embouteillée
幸运的是,Heureusement
公爵夫人,duchesse
海峡,détroit
专门,spécialiser
发射机,émetteur
满意的,satisfaisant
蹲,s'accroupir
羡慕,branchement
甜甜圈,Donut
多刺,épineux
抵押,encombrer
出没,hanter
事实,fait
星星,Star
敌人,ennemi
日益,de plus en plus
地理,géographie
拉斯,lassitude
分配,Distribution
尼龙,nylon
海军,naval
初学者,débutant
进步,avance
初级,élémentaire
间隔,intervalle
黄鼠狼,belette
移动,en mouvement
圆顶,dôme
最老的,aîné
第六,sixième
疯狂,frénétique
日,journée
数据,Les données
痒,démanger
锁定,verrouillage
打败,défaite
未遂,abortif
无可比拟,incomparable
提醒,rappel
黑麦,seigle
果皮,couenne
鬼脸,grimace
相关性,corrélation
史前,préhistorique
王座,trône
然而,tandis que
暴动,émeute
混,mixte
士兵,soldat
痕迹,vestige
部门,département
驱动,conduit
恰当的,correct
矩阵,matrice
刺激性,irritant
植物学,botanique
新娘,la mariée
出口,sortie
荣,honorable
女朋友,copine
认识,connaissance
展示,spectacle
溅,éclaboussure
方法,moyens
冰,la glace
最新的,dernier
直立,droit
商业,Entreprise
行军,marchant
圣,Saint
安装了,installée
奖学金,camaraderie
胚芽,germe
现存的,existant
帽子,bonnet
周四,jeudi
排气,échappement
举,levage
罢工,frapper
射手,tireur
革命,révolution
马克杯,agresser
饼干,biscuit salé
追赶,chasser
宝藏,Trésor
纸浆,pulpe
失业者,sans emploi
媒体,médias
